datetime,underlying_price,hour,minute,strike,option_type,iv,option_name
2026-01-08 11:40:00,25983.85,11,40,25200,1,0.13538,NIFTY27JAN2625200CE
2026-01-08 11:45:00,25973.8,11,45,25200,1,0.12243,NIFTY27JAN2625200CE
2026-01-08 11:50:00,25958.25,11,50,25200,1,0.13347,NIFTY27JAN2625200CE
2026-01-08 11:55:00,25958.05,11,55,25200,1,0.12189,NIFTY27JAN2625200CE
2026-01-08 12:00:00,25936.15,12,0,25200,1,0.12217,NIFTY27JAN2625200CE
2026-01-08 12:05:00,25896.7,12,5,25200,1,0.1448,NIFTY27JAN2625200CE
2026-01-08 12:10:00,25920.3,12,10,25200,1,0.1311,NIFTY27JAN2625200CE
2026-01-08 12:15:00,25935.5,12,15,25200,1,,NIFTY27JAN2625200CE
2026-01-08 12:20:00,25923.15,12,20,25200,1,0.13462,NIFTY27JAN2625200CE
2026-01-08 12:25:00,25934.95,12,25,25200,1,0.12705,NIFTY27JAN2625200CE
2026-01-08 12:30:00,25935.9,12,30,25200,1,0.12309,NIFTY27JAN2625200CE
2026-01-08 12:35:00,25914.7,12,35,25200,1,0.13927,NIFTY27JAN2625200CE
2026-01-08 12:40:00,25920.75,12,40,25200,1,,NIFTY27JAN2625200CE
2026-01-08 12:45:00,25921.8,12,45,25200,1,0.13509,NIFTY27JAN2625200CE
2026-01-08 12:50:00,25913.2,12,50,25200,1,0.1312,NIFTY27JAN2625200CE
2026-01-08 12:55:00,25910.65,12,55,25200,1,0.1328,NIFTY27JAN2625200CE
2026-01-08 13:00:00,25905.65,13,0,25200,1,0.13583,NIFTY27JAN2625200CE
2026-01-08 13:05:00,25924.95,13,5,25200,1,0.12353,NIFTY27JAN2625200CE
2026-01-08 13:10:00,25922.25,13,10,25200,1,0.13656,NIFTY27JAN2625200CE
2026-01-08 13:15:00,25921.8,13,15,25200,1,0.13686,NIFTY27JAN2625200CE
2026-01-08 13:20:00,25914.55,13,20,25200,1,0.14112,NIFTY27JAN2625200CE
2026-01-08 13:25:00,25911.75,13,25,25200,1,0.14273,NIFTY27JAN2625200CE
2026-01-08 13:30:00,25888.65,13,30,25200,1,0.15494,NIFTY27JAN2625200CE
2026-01-08 13:35:00,25907.5,13,35,25200,1,0.13114,NIFTY27JAN2625200CE
2026-01-08 13:40:00,25901.95,13,40,25200,1,0.132,NIFTY27JAN2625200CE
2026-01-08 13:45:00,25914.15,13,45,25200,1,0.12419,NIFTY27JAN2625200CE
2026-01-08 13:50:00,25911.55,13,50,25200,1,0.12595,NIFTY27JAN2625200CE
2026-01-08 13:55:00,25926.6,13,55,25200,1,,NIFTY27JAN2625200CE
2026-01-08 14:00:00,25936.35,14,0,25200,1,0.107,NIFTY27JAN2625200CE
2026-01-08 14:05:00,25930.35,14,5,25200,1,0.11223,NIFTY27JAN2625200CE
2026-01-08 14:10:00,25918.0,14,10,25200,1,,NIFTY27JAN2625200CE
2026-01-08 14:15:00,25928.1,14,15,25200,1,,NIFTY27JAN2625200CE
2026-01-08 14:20:00,25935.4,14,20,25200,1,0.13496,NIFTY27JAN2625200CE
2026-01-08 14:25:00,25922.75,14,25,25200,1,,NIFTY27JAN2625200CE
2026-01-08 14:30:00,25906.05,14,30,25200,1,0.13827,NIFTY27JAN2625200CE
2026-01-08 14:35:00,25930.65,14,35,25200,1,0.12256,NIFTY27JAN2625200CE
2026-01-08 14:40:00,25928.05,14,40,25200,1,0.12441,NIFTY27JAN2625200CE
2026-01-08 14:45:00,25926.4,14,45,25200,1,0.12557,NIFTY27JAN2625200CE
2026-01-08 14:50:00,25932.65,14,50,25200,1,0.12118,NIFTY27JAN2625200CE
2026-01-08 14:55:00,25918.9,14,55,25200,1,0.13056,NIFTY27JAN2625200CE
2026-01-08 15:00:00,25894.05,15,0,25200,1,,NIFTY27JAN2625200CE
2026-01-08 15:05:00,25867.85,15,5,25200,1,0.13369,NIFTY27JAN2625200CE
2026-01-08 15:10:00,25878.85,15,10,25200,1,0.12899,NIFTY27JAN2625200CE
2026-01-08 15:15:00,25875.3,15,15,25200,1,0.13029,NIFTY27JAN2625200CE
2026-01-08 15:20:00,25877.45,15,20,25200,1,0.13005,NIFTY27JAN2625200CE
2026-01-08 15:25:00,25872.2,15,25,25200,1,0.12803,NIFTY27JAN2625200CE
2026-01-09 09:15:00,25899.85,9,15,25200,1,0.14298,NIFTY27JAN2625200CE
2026-01-09 09:20:00,25916.2,9,20,25200,1,0.13305,NIFTY27JAN2625200CE
2026-01-09 09:25:00,25858.55,9,25,25200,1,0.13567,NIFTY27JAN2625200CE
2026-01-09 09:30:00,25855.3,9,30,25200,1,0.11631,NIFTY27JAN2625200CE
2026-01-09 09:35:00,25832.05,9,35,25200,1,0.13099,NIFTY27JAN2625200CE
2026-01-09 09:40:00,25822.35,9,40,25200,1,0.14028,NIFTY27JAN2625200CE
2026-01-09 09:45:00,25853.6,9,45,25200,1,0.12218,NIFTY27JAN2625200CE
2026-01-09 09:50:00,25857.2,9,50,25200,1,0.14752,NIFTY27JAN2625200CE
2026-01-09 09:55:00,25884.0,9,55,25200,1,,NIFTY27JAN2625200CE
2026-01-09 10:00:00,25894.2,10,0,25200,1,0.12583,NIFTY27JAN2625200CE
2026-01-09 10:05:00,25862.35,10,5,25200,1,0.14485,NIFTY27JAN2625200CE
2026-01-09 10:10:00,25871.6,10,10,25200,1,0.13977,NIFTY27JAN2625200CE
2026-01-09 10:15:00,25866.2,10,15,25200,1,0.13361,NIFTY27JAN2625200CE
2026-01-09 10:20:00,25855.2,10,20,25200,1,,NIFTY27JAN2625200CE
2026-01-09 10:25:00,25858.65,10,25,25200,1,0.15299,NIFTY27JAN2625200CE
2026-01-09 10:30:00,25876.25,10,30,25200,1,0.14372,NIFTY27JAN2625200CE
2026-01-09 10:35:00,25856.25,10,35,25200,1,0.13386,NIFTY27JAN2625200CE
2026-01-09 10:40:00,25848.5,10,40,25200,1,0.13828,NIFTY27JAN2625200CE
2026-01-09 10:45:00,25856.0,10,45,25200,1,,NIFTY27JAN2625200CE
2026-01-09 10:50:00,25857.85,10,50,25200,1,0.12575,NIFTY27JAN2625200CE
2026-01-09 10:55:00,25829.65,10,55,25200,1,0.12173,NIFTY27JAN2625200CE
2026-01-09 11:00:00,25812.95,11,0,25200,1,,NIFTY27JAN2625200CE
2026-01-09 11:05:00,25810.2,11,5,25200,1,0.13273,NIFTY27JAN2625200CE
2026-01-09 11:10:00,25819.45,11,10,25200,1,,NIFTY27JAN2625200CE
2026-01-09 11:15:00,25805.3,11,15,25200,1,0.12636,NIFTY27JAN2625200CE
2026-01-09 11:20:00,25797.5,11,20,25200,1,,NIFTY27JAN2625200CE
2026-01-09 11:25:00,25799.65,11,25,25200,1,0.13192,NIFTY27JAN2625200CE
2026-01-09 11:30:00,25809.4,11,30,25200,1,0.12855,NIFTY27JAN2625200CE
2026-01-09 11:35:00,25776.0,11,35,25200,1,,NIFTY27JAN2625200CE
2026-01-09 11:40:00,25764.3,11,40,25200,1,0.12402,NIFTY27JAN2625200CE
2026-01-09 11:45:00,25759.6,11,45,25200,1,0.1246,NIFTY27JAN2625200CE
2026-01-09 11:50:00,25748.85,11,50,25200,1,,NIFTY27JAN2625200CE
2026-01-09 11:55:00,25747.75,11,55,25200,1,0.12476,NIFTY27JAN2625200CE
2026-01-09 12:00:00,25743.15,12,0,25200,1,0.13228,NIFTY27JAN2625200CE
2026-01-09 12:05:00,25753.7,12,5,25200,1,0.12165,NIFTY27JAN2625200CE
2026-01-09 12:10:00,25746.8,12,10,25200,1,0.11672,NIFTY27JAN2625200CE
2026-01-09 12:15:00,25744.0,12,15,25200,1,0.1284,NIFTY27JAN2625200CE
2026-01-09 12:20:00,25738.7,12,20,25200,1,0.11805,NIFTY27JAN2625200CE
2026-01-09 12:25:00,25737.5,12,25,25200,1,0.10941,NIFTY27JAN2625200CE
2026-01-09 12:30:00,25724.25,12,30,25200,1,0.11536,NIFTY27JAN2625200CE
2026-01-09 12:35:00,25712.65,12,35,25200,1,0.11323,NIFTY27JAN2625200CE
2026-01-09 12:40:00,25689.45,12,40,25200,1,0.11739,NIFTY27JAN2625200CE
2026-01-09 12:45:00,25685.25,12,45,25200,1,0.10932,NIFTY27JAN2625200CE
2026-01-09 12:50:00,25678.5,12,50,25200,1,0.12829,NIFTY27JAN2625200CE
2026-01-09 12:55:00,25695.15,12,55,25200,1,0.12027,NIFTY27JAN2625200CE
2026-01-09 13:00:00,25694.0,13,0,25200,1,,NIFTY27JAN2625200CE
2026-01-09 13:05:00,25687.3,13,5,25200,1,0.12321,NIFTY27JAN2625200CE
2026-01-09 13:10:00,25691.5,13,10,25200,1,,NIFTY27JAN2625200CE
2026-01-09 13:15:00,25696.8,13,15,25200,1,0.12103,NIFTY27JAN2625200CE
2026-01-09 13:20:00,25704.7,13,20,25200,1,,NIFTY27JAN2625200CE
2026-01-09 13:25:00,25701.95,13,25,25200,1,0.12224,NIFTY27JAN2625200CE
2026-01-09 13:30:00,25705.5,13,30,25200,1,0.11593,NIFTY27JAN2625200CE
2026-01-09 13:35:00,25704.05,13,35,25200,1,0.12743,NIFTY27JAN2625200CE
2026-01-09 13:40:00,25707.75,13,40,25200,1,0.10972,NIFTY27JAN2625200CE
2026-01-09 13:45:00,25683.75,13,45,25200,1,,NIFTY27JAN2625200CE
2026-01-09 13:50:00,25682.0,13,50,25200,1,0.11444,NIFTY27JAN2625200CE
2026-01-09 13:55:00,25665.25,13,55,25200,1,0.13117,NIFTY27JAN2625200CE
2026-01-09 14:00:00,25689.05,14,0,25200,1,0.11498,NIFTY27JAN2625200CE
2026-01-09 14:05:00,25678.55,14,5,25200,1,,NIFTY27JAN2625200CE
2026-01-09 14:10:00,25674.05,14,10,25200,1,0.11993,NIFTY27JAN2625200CE
2026-01-09 14:15:00,25669.0,14,15,25200,1,0.11382,NIFTY27JAN2625200CE
2026-01-09 14:20:00,25668.65,14,20,25200,1,,NIFTY27JAN2625200CE
2026-01-09 14:25:00,25671.35,14,25,25200,1,0.11449,NIFTY27JAN2625200CE
2026-01-09 14:30:00,25652.65,14,30,25200,1,0.1269,NIFTY27JAN2625200CE
2026-01-09 14:35:00,25659.1,14,35,25200,1,0.12071,NIFTY27JAN2625200CE
2026-01-09 14:40:00,25650.4,14,40,25200,1,,NIFTY27JAN2625200CE
2026-01-09 14:45:00,25668.25,14,45,25200,1,0.11893,NIFTY27JAN2625200CE
2026-01-09 14:50:00,25663.45,14,50,25200,1,0.11923,NIFTY27JAN2625200CE
2026-01-09 14:55:00,25674.9,14,55,25200,1,0.11822,NIFTY27JAN2625200CE
2026-01-09 15:00:00,25668.55,15,0,25200,1,0.12334,NIFTY27JAN2625200CE
2026-01-09 15:05:00,25679.0,15,5,25200,1,0.12261,NIFTY27JAN2625200CE
2026-01-09 15:10:00,25688.85,15,10,25200,1,,NIFTY27JAN2625200CE
2026-01-09 15:15:00,25690.6,15,15,25200,1,,NIFTY27JAN2625200CE
2026-01-09 15:20:00,25695.2,15,20,25200,1,,NIFTY27JAN2625200CE
2026-01-09 15:25:00,25688.2,15,25,25200,1,0.13292,NIFTY27JAN2625200CE
2026-01-12 09:15:00,25657.45,9,15,25200,1,,NIFTY27JAN2625200CE
2026-01-12 09:20:00,25594.15,9,20,25200,1,,NIFTY27JAN2625200CE
2026-01-12 09:25:00,25548.3,9,25,25200,1,0.13463,NIFTY27JAN2625200CE
2026-01-12 09:30:00,25559.65,9,30,25200,1,,NIFTY27JAN2625200CE
2026-01-12 09:35:00,25575.3,9,35,25200,1,0.14006,NIFTY27JAN2625200CE
2026-01-12 09:40:00,25569.55,9,40,25200,1,,NIFTY27JAN2625200CE
2026-01-12 09:45:00,25560.8,9,45,25200,1,0.14288,NIFTY27JAN2625200CE
2026-01-12 09:50:00,25588.7,9,50,25200,1,0.13697,NIFTY27JAN2625200CE
2026-01-12 09:55:00,25588.5,9,55,25200,1,0.12519,NIFTY27JAN2625200CE
2026-01-12 10:00:00,25564.15,10,0,25200,1,,NIFTY27JAN2625200CE
2026-01-12 10:05:00,25588.7,10,5,25200,1,0.13313,NIFTY27JAN2625200CE
2026-01-12 10:10:00,25566.95,10,10,25200,1,0.1341,NIFTY27JAN2625200CE
2026-01-12 10:15:00,25557.55,10,15,25200,1,0.14588,NIFTY27JAN2625200CE
2026-01-12 10:20:00,25583.3,10,20,25200,1,,NIFTY27JAN2625200CE
2026-01-12 10:25:00,25574.15,10,25,25200,1,,NIFTY27JAN2625200CE
2026-01-12 10:30:00,25584.2,10,30,25200,1,,NIFTY27JAN2625200CE
2026-01-12 10:35:00,25564.75,10,35,25200,1,0.13492,NIFTY27JAN2625200CE
2026-01-12 10:40:00,25572.4,10,40,25200,1,0.13601,NIFTY27JAN2625200CE
2026-01-12 10:45:00,25556.8,10,45,25200,1,0.1375,NIFTY27JAN2625200CE
2026-01-12 10:50:00,25579.85,10,50,25200,1,0.1222,NIFTY27JAN2625200CE
2026-01-12 10:55:00,25554.9,10,55,25200,1,0.12813,NIFTY27JAN2625200CE
2026-01-12 11:00:00,25550.75,11,0,25200,1,,NIFTY27JAN2625200CE
2026-01-12 11:05:00,25538.1,11,5,25200,1,,NIFTY27JAN2625200CE
2026-01-12 11:10:00,25544.8,11,10,25200,1,,NIFTY27JAN2625200CE
2026-01-12 11:15:00,25528.8,11,15,25200,1,0.12595,NIFTY27JAN2625200CE
2026-01-12 11:20:00,25512.25,11,20,25200,1,0.13111,NIFTY27JAN2625200CE
2026-01-12 11:25:00,25509.25,11,25,25200,1,0.12887,NIFTY27JAN2625200CE
2026-01-12 11:30:00,25496.15,11,30,25200,1,0.12283,NIFTY27JAN2625200CE
2026-01-12 11:35:00,25487.1,11,35,25200,1,0.12896,NIFTY27JAN2625200CE
2026-01-12 11:40:00,25485.45,11,40,25200,1,,NIFTY27JAN2625200CE
2026-01-12 11:45:00,25476.55,11,45,25200,1,0.13517,NIFTY27JAN2625200CE
2026-01-12 11:50:00,25491.7,11,50,25200,1,0.1293,NIFTY27JAN2625200CE
2026-01-12 11:55:00,25495.85,11,55,25200,1,0.13106,NIFTY27JAN2625200CE
2026-01-12 12:00:00,25499.2,12,0,25200,1,0.12806,NIFTY27JAN2625200CE
2026-01-12 12:05:00,25507.65,12,5,25200,1,0.13197,NIFTY27JAN2625200CE
2026-01-12 12:10:00,25526.3,12,10,25200,1,0.14473,NIFTY27JAN2625200CE
2026-01-12 12:15:00,25577.45,12,15,25200,1,0.14302,NIFTY27JAN2625200CE
2026-01-12 12:20:00,25614.85,12,20,25200,1,0.15144,NIFTY27JAN2625200CE
2026-01-12 12:25:00,25653.4,12,25,25200,1,,NIFTY27JAN2625200CE
2026-01-12 12:30:00,25668.1,12,30,25200,1,0.154,NIFTY27JAN2625200CE
2026-01-12 12:35:00,25690.5,12,35,25200,1,0.13488,NIFTY27JAN2625200CE
2026-01-12 12:40:00,25684.35,12,40,25200,1,0.15507,NIFTY27JAN2625200CE
2026-01-12 12:45:00,25727.5,12,45,25200,1,0.13318,NIFTY27JAN2625200CE
2026-01-12 12:50:00,25724.55,12,50,25200,1,0.14204,NIFTY27JAN2625200CE
2026-01-12 12:55:00,25715.5,12,55,25200,1,0.14309,NIFTY27JAN2625200CE
2026-01-12 13:00:00,25692.65,13,0,25200,1,0.13268,NIFTY27JAN2625200CE
2026-01-12 13:05:00,25702.65,13,5,25200,1,0.14577,NIFTY27JAN2625200CE
2026-01-12 13:10:00,25710.85,13,10,25200,1,0.14323,NIFTY27JAN2625200CE
2026-01-12 13:15:00,25725.15,13,15,25200,1,0.12758,NIFTY27JAN2625200CE
2026-01-12 13:20:00,25697.4,13,20,25200,1,,NIFTY27JAN2625200CE
2026-01-12 13:25:00,25704.15,13,25,25200,1,0.12732,NIFTY27JAN2625200CE
2026-01-12 13:30:00,25707.95,13,30,25200,1,0.16035,NIFTY27JAN2625200CE
2026-01-12 13:35:00,25747.0,13,35,25200,1,0.12697,NIFTY27JAN2625200CE
2026-01-12 13:40:00,25745.1,13,40,25200,1,,NIFTY27JAN2625200CE
2026-01-12 13:45:00,25739.05,13,45,25200,1,0.14182,NIFTY27JAN2625200CE
2026-01-12 13:50:00,25735.6,13,50,25200,1,,NIFTY27JAN2625200CE
2026-01-12 13:55:00,25743.25,13,55,25200,1,0.13752,NIFTY27JAN2625200CE
2026-01-12 14:00:00,25734.9,14,0,25200,1,0.13141,NIFTY27JAN2625200CE
2026-01-12 14:05:00,25732.75,14,5,25200,1,0.13756,NIFTY27JAN2625200CE
2026-01-12 14:10:00,25739.35,14,10,25200,1,,NIFTY27JAN2625200CE
2026-01-12 14:15:00,25729.15,14,15,25200,1,0.13958,NIFTY27JAN2625200CE
2026-01-12 14:20:00,25736.35,14,20,25200,1,,NIFTY27JAN2625200CE
2026-01-12 14:25:00,25762.75,14,25,25200,1,0.13676,NIFTY27JAN2625200CE
2026-01-12 14:30:00,25753.1,14,30,25200,1,,NIFTY27JAN2625200CE
2026-01-12 14:35:00,25716.7,14,35,25200,1,0.15174,NIFTY27JAN2625200CE
2026-01-12 14:40:00,25749.0,14,40,25200,1,0.14146,NIFTY27JAN2625200CE
2026-01-12 14:45:00,25763.85,14,45,25200,1,0.13183,NIFTY27JAN2625200CE
2026-01-12 14:50:00,25774.05,14,50,25200,1,0.14353,NIFTY27JAN2625200CE
2026-01-12 14:55:00,25796.15,14,55,25200,1,0.14247,NIFTY27JAN2625200CE
2026-01-12 15:00:00,25785.15,15,0,25200,1,0.13593,NIFTY27JAN2625200CE
2026-01-12 15:05:00,25789.75,15,5,25200,1,0.1304,NIFTY27JAN2625200CE
2026-01-12 15:10:00,25785.05,15,10,25200,1,,NIFTY27JAN2625200CE
2026-01-12 15:15:00,25782.95,15,15,25200,1,,NIFTY27JAN2625200CE
2026-01-12 15:20:00,25786.05,15,20,25200,1,,NIFTY27JAN2625200CE
2026-01-12 15:25:00,25801.35,15,25,25200,1,0.13043,NIFTY27JAN2625200CE
2026-01-13 09:15:00,25853.0,9,15,25200,1,0.10138,NIFTY27JAN2625200CE
2026-01-13 09:20:00,25825.4,9,20,25200,1,0.1301,NIFTY27JAN2625200CE
