datetime,underlying_price,hour,minute,strike,option_type,iv,option_name,prev_iv,next_iv
2026-01-07 11:45:00,26136.15,11,45,23800,0,0.18118,NIFTY27JAN2623800PE,0.18184,0.18163
2026-01-07 11:50:00,26138.65,11,50,23800,0,0.18163,NIFTY27JAN2623800PE,0.18118,0.18119
2026-01-07 11:55:00,26126.7,11,55,23800,0,0.18119,NIFTY27JAN2623800PE,0.18163,0.18089
2026-01-07 12:00:00,26121.55,12,0,23800,0,0.18089,NIFTY27JAN2623800PE,0.18119,0.18024
2026-01-07 12:05:00,26110.95,12,5,23800,0,0.18024,NIFTY27JAN2623800PE,0.18089,0.18051
2026-01-07 12:10:00,26110.45,12,10,23800,0,0.18051,NIFTY27JAN2623800PE,0.18024,0.18033
2026-01-07 12:15:00,26107.4,12,15,23800,0,0.18033,NIFTY27JAN2623800PE,0.18051,0.18064
2026-01-07 12:20:00,26103.3,12,20,23800,0,0.18064,NIFTY27JAN2623800PE,0.18033,0.18086
2026-01-07 12:25:00,26106.55,12,25,23800,0,0.18086,NIFTY27JAN2623800PE,0.18064,
2026-01-07 12:30:00,26108.85,12,30,23800,0,,NIFTY27JAN2623800PE,0.18086,0.17976
2026-01-07 12:35:00,26106.25,12,35,23800,0,0.17976,NIFTY27JAN2623800PE,,0.1796
2026-01-07 12:40:00,26103.5,12,40,23800,0,0.1796,NIFTY27JAN2623800PE,0.17976,
2026-01-07 12:45:00,26084.3,12,45,23800,0,,NIFTY27JAN2623800PE,0.1796,0.17985
2026-01-07 12:50:00,26084.8,12,50,23800,0,0.17985,NIFTY27JAN2623800PE,,
2026-01-07 12:55:00,26089.25,12,55,23800,0,,NIFTY27JAN2623800PE,0.17985,0.17939
2026-01-07 13:00:00,26099.15,13,0,23800,0,0.17939,NIFTY27JAN2623800PE,,0.17966
2026-01-07 13:05:00,26103.3,13,5,23800,0,0.17966,NIFTY27JAN2623800PE,0.17939,0.1789
2026-01-07 13:10:00,26105.85,13,10,23800,0,0.1789,NIFTY27JAN2623800PE,0.17966,0.17932
2026-01-07 13:15:00,26097.2,13,15,23800,0,0.17932,NIFTY27JAN2623800PE,0.1789,0.17786
2026-01-07 13:20:00,26097.45,13,20,23800,0,0.17786,NIFTY27JAN2623800PE,0.17932,0.17677
2026-01-07 13:25:00,26076.35,13,25,23800,0,0.17677,NIFTY27JAN2623800PE,0.17786,0.17822
2026-01-07 13:30:00,26070.0,13,30,23800,0,0.17822,NIFTY27JAN2623800PE,0.17677,0.17852
2026-01-07 13:35:00,26074.55,13,35,23800,0,0.17852,NIFTY27JAN2623800PE,0.17822,0.17851
2026-01-07 13:40:00,26074.2,13,40,23800,0,0.17851,NIFTY27JAN2623800PE,0.17852,0.17844
2026-01-07 13:45:00,26072.8,13,45,23800,0,0.17844,NIFTY27JAN2623800PE,0.17851,
2026-01-07 13:50:00,26083.4,13,50,23800,0,,NIFTY27JAN2623800PE,0.17844,0.17644
2026-01-07 13:55:00,26079.6,13,55,23800,0,0.17644,NIFTY27JAN2623800PE,,
2026-01-07 14:00:00,26088.65,14,0,23800,0,,NIFTY27JAN2623800PE,0.17644,0.17797
2026-01-07 14:05:00,26096.3,14,5,23800,0,0.17797,NIFTY27JAN2623800PE,,
2026-01-07 14:10:00,26100.95,14,10,23800,0,,NIFTY27JAN2623800PE,0.17797,0.17776
2026-01-07 14:15:00,26097.3,14,15,23800,0,0.17776,NIFTY27JAN2623800PE,,
2026-01-07 14:20:00,26090.7,14,20,23800,0,,NIFTY27JAN2623800PE,0.17776,0.17707
2026-01-07 14:25:00,26090.45,14,25,23800,0,0.17707,NIFTY27JAN2623800PE,,0.17759
2026-01-07 14:30:00,26098.65,14,30,23800,0,0.17759,NIFTY27JAN2623800PE,0.17707,0.17696
2026-01-07 14:35:00,26088.15,14,35,23800,0,0.17696,NIFTY27JAN2623800PE,0.17759,
2026-01-07 14:40:00,26097.55,14,40,23800,0,,NIFTY27JAN2623800PE,0.17696,
2026-01-07 14:45:00,26107.25,14,45,23800,0,,NIFTY27JAN2623800PE,,0.17642
2026-01-07 14:50:00,26098.4,14,50,23800,0,0.17642,NIFTY27JAN2623800PE,,0.17946
2026-01-07 14:55:00,26113.35,14,55,23800,0,0.17946,NIFTY27JAN2623800PE,0.17642,0.17827
2026-01-07 15:00:00,26123.1,15,0,23800,0,0.17827,NIFTY27JAN2623800PE,0.17946,0.17893
2026-01-07 15:05:00,26133.7,15,5,23800,0,0.17893,NIFTY27JAN2623800PE,0.17827,
2026-01-07 15:10:00,26142.1,15,10,23800,0,,NIFTY27JAN2623800PE,0.17893,0.17951
2026-01-07 15:15:00,26147.8,15,15,23800,0,0.17951,NIFTY27JAN2623800PE,,0.18137
2026-01-07 15:20:00,26138.3,15,20,23800,0,0.18137,NIFTY27JAN2623800PE,0.17951,0.17936
2026-01-07 15:25:00,26139.7,15,25,23800,0,0.17936,NIFTY27JAN2623800PE,0.18137,0.18174
2026-01-08 09:15:00,26101.75,9,15,23800,0,0.18174,NIFTY27JAN2623800PE,0.17936,
2026-01-08 09:20:00,26109.7,9,20,23800,0,,NIFTY27JAN2623800PE,0.18174,0.18263
2026-01-08 09:25:00,26087.55,9,25,23800,0,0.18263,NIFTY27JAN2623800PE,,0.18109
2026-01-08 09:30:00,26063.1,9,30,23800,0,0.18109,NIFTY27JAN2623800PE,0.18263,0.17789
2026-01-08 09:35:00,26053.95,9,35,23800,0,0.17789,NIFTY27JAN2623800PE,0.18109,
2026-01-08 09:40:00,26092.65,9,40,23800,0,,NIFTY27JAN2623800PE,0.17789,0.18062
2026-01-08 09:45:00,26077.7,9,45,23800,0,0.18062,NIFTY27JAN2623800PE,,0.1802
2026-01-08 09:50:00,26070.8,9,50,23800,0,0.1802,NIFTY27JAN2623800PE,0.18062,0.18197
2026-01-08 09:55:00,26089.4,9,55,23800,0,0.18197,NIFTY27JAN2623800PE,0.1802,0.18152
2026-01-08 10:00:00,26081.9,10,0,23800,0,0.18152,NIFTY27JAN2623800PE,0.18197,0.1829
2026-01-08 10:05:00,26068.05,10,5,23800,0,0.1829,NIFTY27JAN2623800PE,0.18152,0.18178
2026-01-08 10:10:00,26050.3,10,10,23800,0,0.18178,NIFTY27JAN2623800PE,0.1829,0.18044
2026-01-08 10:15:00,26055.25,10,15,23800,0,0.18044,NIFTY27JAN2623800PE,0.18178,0.17801
2026-01-08 10:20:00,26034.9,10,20,23800,0,0.17801,NIFTY27JAN2623800PE,0.18044,0.17913
2026-01-08 10:25:00,26034.15,10,25,23800,0,0.17913,NIFTY27JAN2623800PE,0.17801,
2026-01-08 10:30:00,26034.2,10,30,23800,0,,NIFTY27JAN2623800PE,0.17913,0.1804
2026-01-08 10:35:00,26040.5,10,35,23800,0,0.1804,NIFTY27JAN2623800PE,,0.17956
2026-01-08 10:40:00,26027.15,10,40,23800,0,0.17956,NIFTY27JAN2623800PE,0.1804,0.17855
2026-01-08 10:45:00,26033.1,10,45,23800,0,0.17855,NIFTY27JAN2623800PE,0.17956,0.17836
2026-01-08 10:50:00,26029.85,10,50,23800,0,0.17836,NIFTY27JAN2623800PE,0.17855,0.17825
2026-01-08 10:55:00,26018.95,10,55,23800,0,0.17825,NIFTY27JAN2623800PE,0.17836,
2026-01-08 11:00:00,26016.4,11,0,23800,0,,NIFTY27JAN2623800PE,0.17825,
2026-01-08 11:05:00,26011.95,11,5,23800,0,,NIFTY27JAN2623800PE,,0.17986
2026-01-08 11:10:00,26009.35,11,10,23800,0,0.17986,NIFTY27JAN2623800PE,,0.18067
2026-01-08 11:15:00,26005.55,11,15,23800,0,0.18067,NIFTY27JAN2623800PE,0.17986,0.17931
2026-01-08 11:20:00,25984.4,11,20,23800,0,0.17931,NIFTY27JAN2623800PE,0.18067,
2026-01-08 11:25:00,25968.0,11,25,23800,0,,NIFTY27JAN2623800PE,0.17931,
2026-01-08 11:30:00,25968.05,11,30,23800,0,,NIFTY27JAN2623800PE,,
2026-01-08 11:35:00,25971.65,11,35,23800,0,,NIFTY27JAN2623800PE,,0.17934
2026-01-08 11:40:00,25983.85,11,40,23800,0,0.17934,NIFTY27JAN2623800PE,,0.1787
2026-01-08 11:45:00,25973.8,11,45,23800,0,0.1787,NIFTY27JAN2623800PE,0.17934,
2026-01-08 11:50:00,25958.25,11,50,23800,0,,NIFTY27JAN2623800PE,0.1787,0.18039
2026-01-08 11:55:00,25958.05,11,55,23800,0,0.18039,NIFTY27JAN2623800PE,,0.18079
2026-01-08 12:00:00,25936.15,12,0,23800,0,0.18079,NIFTY27JAN2623800PE,0.18039,0.1799
2026-01-08 12:05:00,25896.7,12,5,23800,0,0.1799,NIFTY27JAN2623800PE,0.18079,0.18108
2026-01-08 12:10:00,25920.3,12,10,23800,0,0.18108,NIFTY27JAN2623800PE,0.1799,0.18318
2026-01-08 12:15:00,25935.5,12,15,23800,0,0.18318,NIFTY27JAN2623800PE,0.18108,0.18674
2026-01-08 12:20:00,25923.15,12,20,23800,0,0.18674,NIFTY27JAN2623800PE,0.18318,0.18718
2026-01-08 12:25:00,25934.95,12,25,23800,0,0.18718,NIFTY27JAN2623800PE,0.18674,0.1855
2026-01-08 12:30:00,25935.9,12,30,23800,0,0.1855,NIFTY27JAN2623800PE,0.18718,0.18467
2026-01-08 12:35:00,25914.7,12,35,23800,0,0.18467,NIFTY27JAN2623800PE,0.1855,0.18451
2026-01-08 12:40:00,25920.75,12,40,23800,0,0.18451,NIFTY27JAN2623800PE,0.18467,0.18459
2026-01-08 12:45:00,25921.8,12,45,23800,0,0.18459,NIFTY27JAN2623800PE,0.18451,
2026-01-08 12:50:00,25913.2,12,50,23800,0,,NIFTY27JAN2623800PE,0.18459,0.18504
2026-01-08 12:55:00,25910.65,12,55,23800,0,0.18504,NIFTY27JAN2623800PE,,0.1849
2026-01-08 13:00:00,25905.65,13,0,23800,0,0.1849,NIFTY27JAN2623800PE,0.18504,
2026-01-08 13:05:00,25924.95,13,5,23800,0,,NIFTY27JAN2623800PE,0.1849,0.18665
2026-01-08 13:10:00,25922.25,13,10,23800,0,0.18665,NIFTY27JAN2623800PE,,0.18663
2026-01-08 13:15:00,25921.8,13,15,23800,0,0.18663,NIFTY27JAN2623800PE,0.18665,
2026-01-08 13:20:00,25914.55,13,20,23800,0,,NIFTY27JAN2623800PE,0.18663,0.18654
2026-01-08 13:25:00,25911.75,13,25,23800,0,0.18654,NIFTY27JAN2623800PE,,0.18496
2026-01-08 13:30:00,25888.65,13,30,23800,0,0.18496,NIFTY27JAN2623800PE,0.18654,0.18702
2026-01-08 13:35:00,25907.5,13,35,23800,0,0.18702,NIFTY27JAN2623800PE,0.18496,0.18665
2026-01-08 13:40:00,25901.95,13,40,23800,0,0.18665,NIFTY27JAN2623800PE,0.18702,0.18446
2026-01-08 13:45:00,25914.15,13,45,23800,0,0.18446,NIFTY27JAN2623800PE,0.18665,0.1843
2026-01-08 13:50:00,25911.55,13,50,23800,0,0.1843,NIFTY27JAN2623800PE,0.18446,0.18372
2026-01-08 13:55:00,25926.6,13,55,23800,0,0.18372,NIFTY27JAN2623800PE,0.1843,
2026-01-08 14:00:00,25936.35,14,0,23800,0,,NIFTY27JAN2623800PE,0.18372,0.18401
2026-01-08 14:05:00,25930.35,14,5,23800,0,0.18401,NIFTY27JAN2623800PE,,0.18193
2026-01-08 14:10:00,25918.0,14,10,23800,0,0.18193,NIFTY27JAN2623800PE,0.18401,
2026-01-08 14:15:00,25928.1,14,15,23800,0,,NIFTY27JAN2623800PE,0.18193,0.18095
2026-01-08 14:20:00,25935.4,14,20,23800,0,0.18095,NIFTY27JAN2623800PE,,0.18314
2026-01-08 14:25:00,25922.75,14,25,23800,0,0.18314,NIFTY27JAN2623800PE,0.18095,0.18033
2026-01-08 14:30:00,25906.05,14,30,23800,0,0.18033,NIFTY27JAN2623800PE,0.18314,0.18112
2026-01-08 14:35:00,25930.65,14,35,23800,0,0.18112,NIFTY27JAN2623800PE,0.18033,0.18119
2026-01-08 14:40:00,25928.05,14,40,23800,0,0.18119,NIFTY27JAN2623800PE,0.18112,0.18282
2026-01-08 14:45:00,25926.4,14,45,23800,0,0.18282,NIFTY27JAN2623800PE,0.18119,0.18086
2026-01-08 14:50:00,25932.65,14,50,23800,0,0.18086,NIFTY27JAN2623800PE,0.18282,0.18171
2026-01-08 14:55:00,25918.9,14,55,23800,0,0.18171,NIFTY27JAN2623800PE,0.18086,0.18089
2026-01-08 15:00:00,25894.05,15,0,23800,0,0.18089,NIFTY27JAN2623800PE,0.18171,0.177
2026-01-08 15:05:00,25867.85,15,5,23800,0,0.177,NIFTY27JAN2623800PE,0.18089,0.17776
2026-01-08 15:10:00,25878.85,15,10,23800,0,0.17776,NIFTY27JAN2623800PE,0.177,0.17687
2026-01-08 15:15:00,25875.3,15,15,23800,0,0.17687,NIFTY27JAN2623800PE,0.17776,0.17703
2026-01-08 15:20:00,25877.45,15,20,23800,0,0.17703,NIFTY27JAN2623800PE,0.17687,
2026-01-08 15:25:00,25872.2,15,25,23800,0,,NIFTY27JAN2623800PE,0.17703,0.17626
2026-01-09 09:15:00,25899.85,9,15,23800,0,0.17626,NIFTY27JAN2623800PE,,0.17816
2026-01-09 09:20:00,25916.2,9,20,23800,0,0.17816,NIFTY27JAN2623800PE,0.17626,0.1768
2026-01-09 09:25:00,25858.55,9,25,23800,0,0.1768,NIFTY27JAN2623800PE,0.17816,0.17635
2026-01-09 09:30:00,25855.3,9,30,23800,0,0.17635,NIFTY27JAN2623800PE,0.1768,0.17503
2026-01-09 09:35:00,25832.05,9,35,23800,0,0.17503,NIFTY27JAN2623800PE,0.17635,0.17414
2026-01-09 09:40:00,25822.35,9,40,23800,0,0.17414,NIFTY27JAN2623800PE,0.17503,0.1758
2026-01-09 09:45:00,25853.6,9,45,23800,0,0.1758,NIFTY27JAN2623800PE,0.17414,0.17726
2026-01-09 09:50:00,25857.2,9,50,23800,0,0.17726,NIFTY27JAN2623800PE,0.1758,
2026-01-09 09:55:00,25884.0,9,55,23800,0,,NIFTY27JAN2623800PE,0.17726,0.18005
2026-01-09 10:00:00,25894.2,10,0,23800,0,0.18005,NIFTY27JAN2623800PE,,0.17742
2026-01-09 10:05:00,25862.35,10,5,23800,0,0.17742,NIFTY27JAN2623800PE,0.18005,0.17901
2026-01-09 10:10:00,25871.6,10,10,23800,0,0.17901,NIFTY27JAN2623800PE,0.17742,0.17772
2026-01-09 10:15:00,25866.2,10,15,23800,0,0.17772,NIFTY27JAN2623800PE,0.17901,0.17907
2026-01-09 10:20:00,25855.2,10,20,23800,0,0.17907,NIFTY27JAN2623800PE,0.17772,0.17933
2026-01-09 10:25:00,25858.65,10,25,23800,0,0.17933,NIFTY27JAN2623800PE,0.17907,0.18055
2026-01-09 10:30:00,25876.25,10,30,23800,0,0.18055,NIFTY27JAN2623800PE,0.17933,0.17919
2026-01-09 10:35:00,25856.25,10,35,23800,0,0.17919,NIFTY27JAN2623800PE,0.18055,0.177
2026-01-09 10:40:00,25848.5,10,40,23800,0,0.177,NIFTY27JAN2623800PE,0.17919,0.17921
2026-01-09 10:45:00,25856.0,10,45,23800,0,0.17921,NIFTY27JAN2623800PE,0.177,0.17913
2026-01-09 10:50:00,25857.85,10,50,23800,0,0.17913,NIFTY27JAN2623800PE,0.17921,
2026-01-09 10:55:00,25829.65,10,55,23800,0,,NIFTY27JAN2623800PE,0.17913,0.17375
2026-01-09 11:00:00,25812.95,11,0,23800,0,0.17375,NIFTY27JAN2623800PE,,0.1731
2026-01-09 11:05:00,25810.2,11,5,23800,0,0.1731,NIFTY27JAN2623800PE,0.17375,0.17655
2026-01-09 11:10:00,25819.45,11,10,23800,0,0.17655,NIFTY27JAN2623800PE,0.1731,0.17514
2026-01-09 11:15:00,25805.3,11,15,23800,0,0.17514,NIFTY27JAN2623800PE,0.17655,0.17105
2026-01-09 11:20:00,25797.5,11,20,23800,0,0.17105,NIFTY27JAN2623800PE,0.17514,0.17363
2026-01-09 11:25:00,25799.65,11,25,23800,0,0.17363,NIFTY27JAN2623800PE,0.17105,0.17384
2026-01-09 11:30:00,25809.4,11,30,23800,0,0.17384,NIFTY27JAN2623800PE,0.17363,0.17295
2026-01-09 11:35:00,25776.0,11,35,23800,0,0.17295,NIFTY27JAN2623800PE,0.17384,0.17327
2026-01-09 11:40:00,25764.3,11,40,23800,0,0.17327,NIFTY27JAN2623800PE,0.17295,0.17404
2026-01-09 11:45:00,25759.6,11,45,23800,0,0.17404,NIFTY27JAN2623800PE,0.17327,0.17309
2026-01-09 11:50:00,25748.85,11,50,23800,0,0.17309,NIFTY27JAN2623800PE,0.17404,0.17387
2026-01-09 11:55:00,25747.75,11,55,23800,0,0.17387,NIFTY27JAN2623800PE,0.17309,
2026-01-09 12:00:00,25743.15,12,0,23800,0,,NIFTY27JAN2623800PE,0.17387,0.17411
2026-01-09 12:05:00,25753.7,12,5,23800,0,0.17411,NIFTY27JAN2623800PE,,0.17406
2026-01-09 12:10:00,25746.8,12,10,23800,0,0.17406,NIFTY27JAN2623800PE,0.17411,
2026-01-09 12:15:00,25744.0,12,15,23800,0,,NIFTY27JAN2623800PE,0.17406,0.17311
2026-01-09 12:20:00,25738.7,12,20,23800,0,0.17311,NIFTY27JAN2623800PE,,0.17366
2026-01-09 12:25:00,25737.5,12,25,23800,0,0.17366,NIFTY27JAN2623800PE,0.17311,
2026-01-09 12:30:00,25724.25,12,30,23800,0,,NIFTY27JAN2623800PE,0.17366,0.17528
2026-01-09 12:35:00,25712.65,12,35,23800,0,0.17528,NIFTY27JAN2623800PE,,0.1751
2026-01-09 12:40:00,25689.45,12,40,23800,0,0.1751,NIFTY27JAN2623800PE,0.17528,0.17535
2026-01-09 12:45:00,25685.25,12,45,23800,0,0.17535,NIFTY27JAN2623800PE,0.1751,
2026-01-09 12:50:00,25678.5,12,50,23800,0,,NIFTY27JAN2623800PE,0.17535,0.17501
2026-01-09 12:55:00,25695.15,12,55,23800,0,0.17501,NIFTY27JAN2623800PE,,0.17567
2026-01-09 13:00:00,25694.0,13,0,23800,0,0.17567,NIFTY27JAN2623800PE,0.17501,0.17521
2026-01-09 13:05:00,25687.3,13,5,23800,0,0.17521,NIFTY27JAN2623800PE,0.17567,0.17552
2026-01-09 13:10:00,25691.5,13,10,23800,0,0.17552,NIFTY27JAN2623800PE,0.17521,0.17556
2026-01-09 13:15:00,25696.8,13,15,23800,0,0.17556,NIFTY27JAN2623800PE,0.17552,0.17485
2026-01-09 13:20:00,25704.7,13,20,23800,0,0.17485,NIFTY27JAN2623800PE,0.17556,0.17541
2026-01-09 13:25:00,25701.95,13,25,23800,0,0.17541,NIFTY27JAN2623800PE,0.17485,0.17569
2026-01-09 13:30:00,25705.5,13,30,23800,0,0.17569,NIFTY27JAN2623800PE,0.17541,0.17428
2026-01-09 13:35:00,25704.05,13,35,23800,0,0.17428,NIFTY27JAN2623800PE,0.17569,0.17513
2026-01-09 13:40:00,25707.75,13,40,23800,0,0.17513,NIFTY27JAN2623800PE,0.17428,0.17398
2026-01-09 13:45:00,25683.75,13,45,23800,0,0.17398,NIFTY27JAN2623800PE,0.17513,
2026-01-09 13:50:00,25682.0,13,50,23800,0,,NIFTY27JAN2623800PE,0.17398,0.1725
2026-01-09 13:55:00,25665.25,13,55,23800,0,0.1725,NIFTY27JAN2623800PE,,0.17441
2026-01-09 14:00:00,25689.05,14,0,23800,0,0.17441,NIFTY27JAN2623800PE,0.1725,0.17367
2026-01-09 14:05:00,25678.55,14,5,23800,0,0.17367,NIFTY27JAN2623800PE,0.17441,0.17391
2026-01-09 14:10:00,25674.05,14,10,23800,0,0.17391,NIFTY27JAN2623800PE,0.17367,0.17392
2026-01-09 14:15:00,25669.0,14,15,23800,0,0.17392,NIFTY27JAN2623800PE,0.17391,0.17337
2026-01-09 14:20:00,25668.65,14,20,23800,0,0.17337,NIFTY27JAN2623800PE,0.17392,0.17321
2026-01-09 14:25:00,25671.35,14,25,23800,0,0.17321,NIFTY27JAN2623800PE,0.17337,0.17453
2026-01-09 14:30:00,25652.65,14,30,23800,0,0.17453,NIFTY27JAN2623800PE,0.17321,0.17291
2026-01-09 14:35:00,25659.1,14,35,23800,0,0.17291,NIFTY27JAN2623800PE,0.17453,
2026-01-09 14:40:00,25650.4,14,40,23800,0,,NIFTY27JAN2623800PE,0.17291,0.17396
2026-01-09 14:45:00,25668.25,14,45,23800,0,0.17396,NIFTY27JAN2623800PE,,0.17416
2026-01-09 14:50:00,25663.45,14,50,23800,0,0.17416,NIFTY27JAN2623800PE,0.17396,0.17375
2026-01-09 14:55:00,25674.9,14,55,23800,0,0.17375,NIFTY27JAN2623800PE,0.17416,0.17385
2026-01-09 15:00:00,25668.55,15,0,23800,0,0.17385,NIFTY27JAN2623800PE,0.17375,0.17315
2026-01-09 15:05:00,25679.0,15,5,23800,0,0.17315,NIFTY27JAN2623800PE,0.17385,
2026-01-09 15:10:00,25688.85,15,10,23800,0,,NIFTY27JAN2623800PE,0.17315,0.17363
2026-01-09 15:15:00,25690.6,15,15,23800,0,0.17363,NIFTY27JAN2623800PE,,
2026-01-09 15:20:00,25695.2,15,20,23800,0,,NIFTY27JAN2623800PE,0.17363,0.17462
2026-01-09 15:25:00,25688.2,15,25,23800,0,0.17462,NIFTY27JAN2623800PE,,0.1905
2026-01-12 09:15:00,25657.45,9,15,23800,0,0.1905,NIFTY27JAN2623800PE,0.17462,0.18837
2026-01-12 09:20:00,25594.15,9,20,23800,0,0.18837,NIFTY27JAN2623800PE,0.1905,0.18706
2026-01-12 09:25:00,25548.3,9,25,23800,0,0.18706,NIFTY27JAN2623800PE,0.18837,0.18674
2026-01-12 09:30:00,25559.65,9,30,23800,0,0.18674,NIFTY27JAN2623800PE,0.18706,0.18503
2026-01-12 09:35:00,25575.3,9,35,23800,0,0.18503,NIFTY27JAN2623800PE,0.18674,0.18611
2026-01-12 09:40:00,25569.55,9,40,23800,0,0.18611,NIFTY27JAN2623800PE,0.18503,0.18657
2026-01-12 09:45:00,25560.8,9,45,23800,0,0.18657,NIFTY27JAN2623800PE,0.18611,0.18788
2026-01-12 09:50:00,25588.7,9,50,23800,0,0.18788,NIFTY27JAN2623800PE,0.18657,
2026-01-12 09:55:00,25588.5,9,55,23800,0,,NIFTY27JAN2623800PE,0.18788,0.18474
2026-01-12 10:00:00,25564.15,10,0,23800,0,0.18474,NIFTY27JAN2623800PE,,0.18794
2026-01-12 10:05:00,25588.7,10,5,23800,0,0.18794,NIFTY27JAN2623800PE,0.18474,0.18718
2026-01-12 10:10:00,25566.95,10,10,23800,0,0.18718,NIFTY27JAN2623800PE,0.18794,
2026-01-12 10:15:00,25557.55,10,15,23800,0,,NIFTY27JAN2623800PE,0.18718,0.18773
2026-01-12 10:20:00,25583.3,10,20,23800,0,0.18773,NIFTY27JAN2623800PE,,
2026-01-12 10:25:00,25574.15,10,25,23800,0,,NIFTY27JAN2623800PE,0.18773,0.1885
2026-01-12 10:30:00,25584.2,10,30,23800,0,0.1885,NIFTY27JAN2623800PE,,0.18742
2026-01-12 10:35:00,25564.75,10,35,23800,0,0.18742,NIFTY27JAN2623800PE,0.1885,0.18839
2026-01-12 10:40:00,25572.4,10,40,23800,0,0.18839,NIFTY27JAN2623800PE,0.18742,0.18665
2026-01-12 10:45:00,25556.8,10,45,23800,0,0.18665,NIFTY27JAN2623800PE,0.18839,0.18856
2026-01-12 10:50:00,25579.85,10,50,23800,0,0.18856,NIFTY27JAN2623800PE,0.18665,0.18701
2026-01-12 10:55:00,25554.9,10,55,23800,0,0.18701,NIFTY27JAN2623800PE,0.18856,
2026-01-12 11:00:00,25550.75,11,0,23800,0,,NIFTY27JAN2623800PE,0.18701,0.18486
2026-01-12 11:05:00,25538.1,11,5,23800,0,0.18486,NIFTY27JAN2623800PE,,0.18527
2026-01-12 11:10:00,25544.8,11,10,23800,0,0.18527,NIFTY27JAN2623800PE,0.18486,0.18365
2026-01-12 11:15:00,25528.8,11,15,23800,0,0.18365,NIFTY27JAN2623800PE,0.18527,0.18148
2026-01-12 11:20:00,25512.25,11,20,23800,0,0.18148,NIFTY27JAN2623800PE,0.18365,
2026-01-12 11:25:00,25509.25,11,25,23800,0,,NIFTY27JAN2623800PE,0.18148,0.18198
2026-01-12 11:30:00,25496.15,11,30,23800,0,0.18198,NIFTY27JAN2623800PE,,0.18093
