datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE,hour,minute
2026-01-07 10:30:00,26130.45,0.14045,0.13392,0.12199,0.11292397815271737,0.10617091475156454,0.10631,0.10164,0.09839,0.09522834958592034,0.09407,0.09128832761898804,0.08818806825270457,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.15911262468491155,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11028648668201488,10,30
2026-01-07 10:35:00,26133.05,0.13848,0.13213,0.11857268263109189,0.11310008766760415,0.109,0.10357,0.10375,0.09754,0.09843,0.0919532476238337,0.09299,0.08818806825270457,0.08935,0.08769,0.18100252012187365,0.17607,0.17133,0.16478,0.15935284530571242,0.15317,0.1486,0.1419747196756116,0.13675,0.13159,0.12694,0.12169,0.1161319034185607,0.11086,10,35
2026-01-07 10:40:00,26144.05,0.12509925883591663,0.1239,0.11794884537847787,0.11069,0.10625401079334564,0.10253,0.09986091129121091,0.09761,0.09496,0.0919532476238337,0.09067,0.08823279301297321,0.08738,0.08609,0.18288,0.17587265138669494,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12224545079806362,0.11697,0.11082111278513315,10,40
2026-01-07 10:45:00,26141.15,0.12448,0.11744319202378384,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09527776636727707,0.09195,0.09043,0.08885,0.08776870011112056,0.08575,0.18131,0.1766,0.1714225476295387,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11076336931424537,10,45
2026-01-07 10:50:00,26146.85,0.15441,0.12166,0.12264,0.12576,0.1060650235605109,0.10062,0.09976529884790372,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17592523143610492,0.17128,0.1657,0.15976828617277608,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127,10,50
2026-01-07 10:55:00,26168.55,0.11618,0.09908,0.10582,0.11167956468076197,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15371387136176454,0.1501,0.14478,0.13937,0.13411,0.12903,0.12342471712960897,0.11815,0.11277,10,55
2026-01-07 11:00:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08740655156043604,0.18281,0.17727,0.17264,0.16635,0.16001166782638787,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204,11,0
2026-01-07 11:05:00,26182.1,0.11944482891736694,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09676892037948288,0.0919,0.09140457327251546,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.15398027201390907,0.15102,0.14572,0.13907828181456872,0.13508,0.1278458844434644,0.12479,0.11928,0.11373,11,5
2026-01-07 11:10:00,26166.7,0.12595318604784952,0.10165,0.12041,0.11319125066118321,0.10432,0.10532768100702086,0.09653,0.09751386561596403,0.09205,0.08991,0.08867,0.08916085725713271,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14954598186174023,0.14469,0.13988,0.13401,0.12768489476463837,0.1239,0.11804,0.11274,11,10
2026-01-07 11:15:00,26148.15,0.15103,0.12068,0.11820504269351717,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09198710571650694,0.09307,0.08825574261441646,0.08902,0.08724,0.18212,0.17646,0.17145836796301062,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12717804276231412,0.12244,0.11685,0.11124,11,15
2026-01-07 11:20:00,26148.9,0.13325,0.1174255606568866,0.13221,0.10563,0.10438,0.10508000865697319,0.09484,0.09535,0.09673300614253177,0.0912,0.08892,0.08742,0.0862,0.08517,0.18194654640289273,0.17612,0.17222,0.16569,0.15978921152991896,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.122115207734036,0.11682,0.11139,11,20
2026-01-07 11:25:00,26140.4,0.14019,0.11799803068102044,0.13724,0.11602,0.10911,0.10559718582692681,0.10037979702071499,0.09751386561596403,0.09678969275991267,0.09357,0.0912978056598945,0.08967,0.08807,0.08663,0.1812341596914144,0.17534,0.17146,0.16493,0.15901,0.15337,0.14845646977513685,0.14296,0.13721,0.13166,0.12696566137484172,0.12146,0.1159,0.11031,11,25
2026-01-07 11:30:00,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15358226957561188,0.14856399666593567,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071,11,30
2026-01-07 11:35:00,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08916085725713271,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12314012706967828,0.11739,0.11192,11,35
2026-01-07 11:40:00,26147.1,0.12897759840205436,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.09755232521349667,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17145403389117156,0.16608,0.15948,0.15385,0.14842,0.14300556756453425,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076,11,40
2026-01-07 11:45:00,26136.15,0.15533,0.13021,0.12347,0.11366453221489456,0.10783105224043028,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08776870011112056,0.08711,0.18118,0.17565,0.17138603531391072,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11621210604699106,0.11045,11,45
2026-01-07 11:50:00,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10581751136626455,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08776870011112056,0.08458,0.18163,0.17566,0.1714225476295387,0.16488,0.15896,0.15312,0.1477,0.14256,0.13725583943008,0.13173,0.127,0.12127,0.11611,0.11082,11,50
2026-01-07 11:55:00,26126.7,0.13262398942391349,0.13681,0.12043324902072698,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09206612356732709,0.09077,0.08818806825270457,0.08749,0.08637,0.18119,0.1754303755158438,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042,11,55
2026-01-07 12:00:00,26121.55,0.16447,0.14018,0.12062,0.11472961539812562,0.10781715806566432,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08776870011112056,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15257796041886618,0.14659,0.14137221029305358,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002,12,0
2026-01-07 12:05:00,26110.95,0.17059,0.12567329961240156,0.12592,0.11854,0.11393,0.10904,0.10471,0.09795778705472497,0.09707487481424909,0.09505,0.09261,0.0881698499688577,0.08776870011112056,0.08731,0.18024,0.17388,0.16946,0.16361,0.1573046121900476,0.15201617359986838,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954,12,5
2026-01-07 12:10:00,26110.45,0.13327594727843892,0.14699,0.12624,0.12268,0.10805628384372155,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.08741734456765338,0.18051,0.17387,0.16952597852952253,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926,12,10
2026-01-07 12:15:00,26107.4,0.1726,0.12582630376915163,0.1281,0.11477917035494485,0.10805628384372155,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.15172148983075018,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11525605278168165,0.10991760681058038,12,15
2026-01-07 12:20:00,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.0919621783833721,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16924424396067803,0.16293,0.15675,0.15088,0.1463404338616417,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.10991760681058038,12,20
2026-01-07 12:25:00,26106.55,0.14529,0.12590758290729642,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.08813284142012046,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14633233680281815,0.1408,0.13532112402706553,0.1299061277498647,0.12583,0.12057,0.11544,0.11046,12,25
2026-01-07 12:30:00,26108.85,0.1324829183508595,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.0881698499688577,0.08962,0.0881,0.18051120487735073,0.17382,0.16933991097811896,0.1631789762026993,0.15713,0.15127,0.14704,0.14108695524076315,0.13532112402706553,0.13053,0.12554,0.12044,0.11535,0.11008,12,30
2026-01-07 12:35:00,26106.25,0.13895,0.12591002512315894,0.12144210245432129,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.08813284142012046,0.08912,0.08740863120052954,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.10991760681058038,12,35
2026-01-07 12:40:00,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.10674585658454465,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.10990420194969135,12,40
2026-01-07 12:45:00,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10095739401318715,0.0982,0.09613,0.09317,0.09116,0.08921,0.08752823383403975,0.08642,0.18046526155378664,0.17193,0.16897715624360113,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11982507646648592,0.11525256419061343,0.10937,12,45
2026-01-07 12:50:00,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.08803222578624456,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.14599269559139233,0.13954,0.13415,0.12969562836283652,0.1243,0.1192,0.11391,0.10990420194969135,12,50
2026-01-07 12:55:00,26089.25,0.13061521590428238,0.12605651456078773,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.18046526155378664,0.17408651504615283,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10990420194969135,12,55
2026-01-07 13:00:00,26099.15,0.13774,0.1257904170523246,0.12114,0.11955,0.11469,0.10982,0.10093222547261693,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.1689635206698133,0.16276,0.15729,0.1513,0.14603532663372265,0.14022,0.13521831659300784,0.12951,0.12442,0.11914,0.1141,0.10896,13,0
2026-01-07 13:05:00,26103.3,0.13124991892924728,0.11724,0.12091099362288737,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09197638339460175,0.09115,0.08926,0.0873,0.08606,0.17966,0.17388607923190327,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.12964523451753623,0.12461,0.11956,0.11452,0.10938,13,5
2026-01-07 13:10:00,26105.85,0.13259,0.11512,0.12091099362288737,0.11921,0.10758,0.10426,0.10056,0.09795778705472497,0.09497,0.09178,0.08993,0.08809,0.08765983322952105,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.1462982450469691,0.14036,0.13536,0.12966480961961668,0.12528,0.11997,0.11473,0.10925,13,10
2026-01-07 13:15:00,26097.2,0.13545,0.12209,0.12096707028955404,0.11505874407232712,0.11389,0.1066672951398718,0.10089209707785503,0.10025,0.09667,0.09342,0.0919,0.08937,0.08753628647888716,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13520550400431602,0.1298,0.1249,0.11945,0.11408,0.10916,13,15
2026-01-07 13:20:00,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08808872130726617,0.08593,0.08506,0.17786,0.17271,0.16891147542027116,0.16248,0.15609,0.15123,0.14535,0.1409820756242814,0.1348,0.12982,0.12507427185103567,0.11955674726727823,0.11504703915612596,0.10935,13,20
2026-01-07 13:25:00,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.08801496132741572,0.08751839974091741,0.08740863120052954,0.17677,0.17141,0.16651,0.16114,0.1571318133751658,0.14992,0.14396,0.13872,0.13514640920629659,0.12941583272201262,0.12294,0.11771,0.11287,0.10984220480748955,13,25
2026-01-07 13:30:00,26070.0,0.14088,0.1260444194047612,0.13783,0.11987,0.11361,0.1066866678252149,0.1009725980625964,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08740863120052954,0.17822,0.17166,0.16867082536912395,0.16075,0.15539,0.14993,0.1458888913053644,0.13846,0.13514640920629659,0.12764,0.12272,0.11945460904578625,0.11258,0.1072,13,30
2026-01-07 13:35:00,26074.55,0.13058643268328826,0.12602261232264975,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.1736519974462617,0.16691,0.16108,0.15712755147040391,0.1516463715061634,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10984220480748955,13,35
2026-01-07 13:40:00,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10669657767077476,0.104,0.10033,0.09781,0.09195727191434443,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.151652400685049,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11504703915612596,0.10731,13,40
2026-01-07 13:45:00,26072.8,0.13058643268328826,0.1375,0.12188149211275665,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17364237277959507,0.16658,0.16074,0.15712755147040391,0.14982,0.14267,0.13852,0.13513386955642695,0.1272,0.12272,0.11748,0.11227,0.10712,13,45
2026-01-07 13:50:00,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.17868338520279303,0.17364237277959507,0.16703,0.16297631243628788,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797,13,50
2026-01-07 13:55:00,26079.6,0.13406,0.12608162844758242,0.13283,0.12454,0.11271,0.11314,0.10096971418101745,0.10267,0.09951,0.09595,0.09371,0.09128,0.08751839974091741,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14594960556600578,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10982879994660051,13,55
2026-01-07 14:00:00,26088.65,0.12683,0.12726,0.12071125159386215,0.11515603862330366,0.10839,0.10736,0.10616,0.09794106492607237,0.09891,0.09497,0.09131201067112414,0.09048,0.08855,0.08723,0.17856273371197365,0.17336415727121973,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766,14,0
2026-01-07 14:05:00,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09794106492607237,0.09707487481424909,0.09296,0.09098,0.08808872130726617,0.0871,0.08586,0.17797,0.17139,0.16885925624965648,0.16253,0.15718551495548774,0.15048,0.1459987496071845,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818,14,5
2026-01-07 14:10:00,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.0919621783833721,0.0912978056598945,0.08774,0.0875782495570098,0.08509,0.1788444910741102,0.17169,0.1689554697931899,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12948057502195712,0.12445,0.11951,0.11389,0.10872,14,10
2026-01-07 14:15:00,26097.3,0.12829645725384622,0.12055,0.11426,0.11114,0.10798026276017225,0.10373,0.09785,0.09794106492607237,0.09355,0.09092,0.0912978056598945,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886,14,15
2026-01-07 14:20:00,26090.7,0.12516,0.12549,0.12120198773106025,0.11458,0.10805,0.10657995349102571,0.10217,0.09626,0.09463,0.09177,0.08988,0.08805923651531472,0.08632,0.0852,0.1785479729976879,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.14094245853326764,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826,14,20
2026-01-07 14:25:00,26090.45,0.1254,0.12569,0.12134991026041288,0.11309,0.11201,0.10657995349102571,0.10202,0.09794106492607237,0.09695,0.09333,0.09125,0.08805923651531472,0.08744,0.08588,0.17707,0.17339339661345157,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767,14,25
2026-01-07 14:30:00,26098.65,0.11775,0.1257084850146684,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08813284142012046,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12499928218407509,0.11906,0.11385,0.10971967602161119,14,30
2026-01-07 14:35:00,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.08752851915272504,0.08740086387436742,0.17696,0.17096,0.16870646124719194,0.16297631243628788,0.15715,0.15041,0.1459435104271169,0.14,0.13416,0.12921890341393494,0.12393,0.11829,0.11503795243737594,0.10792,14,35
2026-01-07 14:40:00,26097.55,0.11889,0.12046,0.1214717566878184,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09131755081015068,0.09003,0.08824,0.0868,0.17854038300726172,0.17267,0.16855,0.1630200267329912,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10970627116072215,14,40
2026-01-07 14:45:00,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17898981638206032,0.17329,0.16896817589067573,0.16401,0.1571840353972391,0.15169,0.14639,0.141004327148016,0.13506,0.12989,0.12485,0.1194943998367455,0.11414,0.10918,14,45
2026-01-07 14:50:00,26098.4,0.13162,0.13675,0.12915,0.12292,0.1082007505263067,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.08754231587737399,0.08740086387436742,0.17642,0.1734802625880129,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11940464560223328,0.1132,0.108,14,50
2026-01-07 14:55:00,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09795637409189385,0.09552,0.09223,0.09015,0.0881698499688577,0.0865,0.08529,0.17946,0.1737,0.16935,0.16310485774158184,0.15885,0.15228633707472436,0.14645,0.14127,0.13528945342853577,0.12937,0.12507,0.11986,0.11433,0.10908,14,55
2026-01-07 15:00:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10464031352989672,0.09855,0.0946,0.09615994980654007,0.09028,0.08881,0.08709,0.08774394943520473,0.08446,0.17827,0.17416582329669095,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10992433331935011,15,0
2026-01-07 15:05:00,26133.7,0.11118,0.11022,0.11878266321886127,0.11163,0.10334,0.10225,0.09753,0.09433,0.096126284690261,0.08993,0.08822,0.08652,0.08774394943520473,0.08421,0.17893,0.175,0.16966,0.16599,0.15955755129978444,0.15163,0.14746,0.14192906023640148,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998,15,5
